session,wfz,b2_key,local_bytes,in_b2,b2_bytes,b2_uploaded_utc,error
test/2026-02-17/1,Y:\Subjects\test\2026-02-17\1\widefield.wfz,subjects/test/2026-02-17/1/widefield.wfz,505364720,True,505364720,2026-08-06T09:20:22+00:00,
AL_0033/2025-03-17/1,Y:\Subjects\AL_0033\2025-03-17\1\widefield.wfz,subjects/AL_0033/2025-03-17/1/widefield.wfz,682336506,True,682336506,2026-08-05T16:19:39+00:00,
ZYE_0035/2021-07-17/1,Y:\Subjects\ZYE_0035\2021-07-17\1\widefield.wfz,subjects/ZYE_0035/2021-07-17/1/widefield.wfz,721753613,True,721753613,2026-08-06T07:24:59+00:00,
AL_0048/2026-06-11/4,Y:\Subjects\AL_0048\2026-06-11\4\widefield.wfz,subjects/AL_0048/2026-06-11/4/widefield.wfz,1276669694,True,1276669694,2026-08-05T05:14:21+00:00,
Subjects/test/2025-11-04,Y:\Subjects\test\2025-11-04\1.wfz,subjects/test/2025-11-04/1.wfz,1441369072,True,1441369072,2026-08-06T09:07:32+00:00,
default/2025-03-05/3,Y:\Subjects\default\2025-03-05\3\widefield.wfz,subjects/default/2025-03-05/3/widefield.wfz,1860513193,True,1860513193,2026-08-06T09:13:27+00:00,
test/2025-11-05/1,Y:\Subjects\test\2025-11-05\1\1.wfz,subjects/test/2025-11-05/1/1.wfz,4193621602,True,4193621602,2026-08-06T09:07:48+00:00,
AL_0033/2025-02-24/3,Y:\Subjects\AL_0033\2025-02-24\3\3.wfz,subjects/AL_0033/2025-02-24/3/3.wfz,6001539791,True,6001539791,2026-08-05T16:12:17+00:00,
ZYE_0008/2020-07-25/1,Y:\Subjects\ZYE_0008\2020-07-25\1\widefield.wfz,subjects/ZYE_0008/2020-07-25/1/widefield.wfz,8870590325,True,8870590325,2026-08-06T06:35:34+00:00,
SM_0001/2020-09-03/1,Y:\Subjects\SM_0001\2020-09-03\1\widefield.wfz,subjects/SM_0001/2020-09-03/1/widefield.wfz,12918583663,True,12918583663,2026-08-06T03:04:45+00:00,
AL_0023/2023-05-15/5,Y:\Subjects\AL_0023\2023-05-15\5\widefield.wfz,subjects/AL_0023/2023-05-15/5/widefield.wfz,13216733344,True,13216733344,2026-08-05T05:08:51+00:00,
ZYE_0007/2020-07-29/1,Y:\Subjects\ZYE_0007\2020-07-29\1\widefield.wfz,subjects/ZYE_0007/2020-07-29/1/widefield.wfz,14704817866,True,14704817866,2026-08-06T06:35:58+00:00,
ZYE_0046/2021-11-27/2,Y:\Subjects\ZYE_0046\2021-11-27\2\widefield.wfz,subjects/ZYE_0046/2021-11-27/2/widefield.wfz,192366063076,True,192366063076,2026-08-06T07:37:09+00:00,
AL_0033/2025-01-17/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-01-17\1\widefield.wfz,subjects/AL_0033/2025-01-17/1/widefield.wfz,122923655024,True,122923655024,2026-08-05T16:08:55+00:00,
ZYE_0069/2023-11-20/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0069\2023-11-20\1\widefield.wfz,subjects/ZYE_0069/2023-11-20/1/widefield.wfz,130299116292,True,130299116292,2026-08-06T07:38:38+00:00,
AL_0033/2025-06-08/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-06-08\2\widefield.wfz,subjects/AL_0033/2025-06-08/2/widefield.wfz,121988449690,True,121988449690,2026-08-05T23:01:49+00:00,
AL_0033/2025-06-06/3,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-06-06\3\widefield.wfz,subjects/AL_0033/2025-06-06/3/widefield.wfz,127552796550,True,127552796550,2026-08-05T16:58:21+00:00,
AL_0039/2025-04-26/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-04-26\1\widefield.wfz,subjects/AL_0039/2025-04-26/1/widefield.wfz,131702309610,True,131702309610,2026-08-05T05:16:31+00:00,
AL_0033/2025-04-28/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-04-28\1\widefield.wfz,subjects/AL_0033/2025-04-28/1/widefield.wfz,129788354030,True,129788354030,2026-08-05T16:37:20+00:00,
ZYE_0046/2021-11-29/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0046\2021-11-29\1\widefield.wfz,subjects/ZYE_0046/2021-11-29/1/widefield.wfz,155571900071,True,155571900071,2026-08-06T07:37:50+00:00,
AB_0032/2024-04-16/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-04-16\1\widefield.wfz,subjects/AB_0032/2024-04-16/1/widefield.wfz,145981130097,True,145981130097,2026-08-05T05:12:40+00:00,
AL_0033/2025-03-03/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-03-03\2\widefield.wfz,subjects/AL_0033/2025-03-03/2/widefield.wfz,112440590229,True,112440590229,2026-08-05T16:17:51+00:00,
AL_0033/2025-06-07/3,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-06-07\3\widefield.wfz,subjects/AL_0033/2025-06-07/3/widefield.wfz,116864674076,True,116864674076,2026-08-05T17:00:35+00:00,
AL_0041/2026-05-27/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0041\2026-05-27\1\widefield.wfz,subjects/AL_0041/2026-05-27/1/widefield.wfz,103444599577,True,103444599577,2026-08-05T16:16:11+00:00,
LK_0003/2021-05-21/3,\\sahale.biostr.washington.edu\data\Subjects\LK_0003\2021-05-21\3\widefield.wfz,subjects/LK_0003/2021-05-21/3/widefield.wfz,118495014848,True,118495014848,2026-08-05T23:09:28+00:00,
ZYE_0012/2020-12-03/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0012\2020-12-03\1\widefield.wfz,subjects/ZYE_0012/2020-12-03/1/widefield.wfz,125116891125,True,125116891125,2026-08-06T06:44:58+00:00,
LK_0001/2021-04-06/2,\\sahale.biostr.washington.edu\data\Subjects\LK_0001\2021-04-06\2\widefield.wfz,subjects/LK_0001/2021-04-06/2/widefield.wfz,132876272972,True,132876272972,2026-08-05T21:16:58+00:00,
ZYE_0069/2023-08-17/5,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0069\2023-08-17\5\widefield.wfz,subjects/ZYE_0069/2023-08-17/5/widefield.wfz,115728777689,True,115728777689,2026-08-06T07:39:53+00:00,
LK_0001/2021-04-07/1,\\sahale.biostr.washington.edu\data\Subjects\LK_0001\2021-04-07\1\widefield.wfz,subjects/LK_0001/2021-04-07/1/widefield.wfz,126112644720,True,126112644720,2026-08-05T21:16:11+00:00,
AL_0033/2025-04-18/4,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-04-18\4\widefield.wfz,subjects/AL_0033/2025-04-18/4/widefield.wfz,101477536803,True,101477536803,2026-08-07T21:27:03+00:00,
AL_0033/2024-07-12/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-07-12\1\widefield.wfz,subjects/AL_0033/2024-07-12/1/widefield.wfz,104451825215,True,104451825215,2026-08-08T01:13:09+00:00,
AL_0033/2025-01-21/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-01-21\1\widefield.wfz,subjects/AL_0033/2025-01-21/1/widefield.wfz,103769452226,True,103769452226,2026-08-07T16:22:45+00:00,
AL_0048/2026-07-10/3,\\sahale.biostr.washington.edu\data\Subjects\AL_0048\2026-07-10\3\widefield.wfz,subjects/AL_0048/2026-07-10/3/widefield.wfz,99197475690,True,99197475690,2026-08-07T01:02:56+00:00,
ZYE_0058/2022-03-09/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0058\2022-03-09\1\widefield.wfz,subjects/ZYE_0058/2022-03-09/1/widefield.wfz,113769903627,True,113769903627,2026-08-06T07:39:36+00:00,
AL_0039/2025-04-28/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-04-28\1\widefield.wfz,subjects/AL_0039/2025-04-28/1/widefield.wfz,110332315819,True,110332315819,2026-08-07T00:49:08+00:00,
AB_0032/2024-06-28/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-06-28\1\widefield.wfz,subjects/AB_0032/2024-06-28/1/widefield.wfz,115379509534,True,115379509534,2026-08-07T19:58:47+00:00,
AL_0041/2026-05-26/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0041\2026-05-26\1\widefield.wfz,subjects/AL_0041/2026-05-26/1/widefield.wfz,93744301772,True,93744301772,2026-08-07T17:16:05+00:00,
AB_0032/2024-07-24/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-07-24\1\widefield.wfz,subjects/AB_0032/2024-07-24/1/widefield.wfz,108934842267,True,108934842267,2026-08-07T00:51:21+00:00,
AL_0033/2025-04-30/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-04-30\1\widefield.wfz,subjects/AL_0033/2025-04-30/1/widefield.wfz,100105219900,True,100105219900,2026-08-10T22:25:20+00:00,
AL_0035/2025-04-24/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0035\2025-04-24\1\widefield.wfz,subjects/AL_0035/2025-04-24/1/widefield.wfz,102843430840,True,102843430840,2026-08-07T00:51:41+00:00,
AL_0033/2025-01-29/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-01-29\1\widefield.wfz,subjects/AL_0033/2025-01-29/1/widefield.wfz,101523992747,True,101523992747,2026-08-07T16:37:27+00:00,
ZYE_0058/2022-01-31/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0058\2022-01-31\1\widefield.wfz,subjects/ZYE_0058/2022-01-31/1/widefield.wfz,106119119412,True,106119119412,2026-08-11T01:50:04+00:00,
ZYE_0069/2023-08-24/4,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0069\2023-08-24\4\widefield.wfz,subjects/ZYE_0069/2023-08-24/4/widefield.wfz,108084581329,True,108084581329,2026-08-11T05:55:30+00:00,
ZYE_0057/2022-01-28/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0057\2022-01-28\1\widefield.wfz,subjects/ZYE_0057/2022-01-28/1/widefield.wfz,105950720320,True,105950720320,2026-08-11T01:10:44+00:00,
AL_0046/2026-02-22/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0046\2026-02-22\1\widefield.wfz,subjects/AL_0046/2026-02-22/1/widefield.wfz,90569317533,True,90569317533,2026-08-07T00:51:45+00:00,
AL_0039/2025-06-20/3,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-06-20\3\widefield.wfz,subjects/AL_0039/2025-06-20/3/widefield.wfz,96217221427,True,96217221427,2026-08-10T21:02:38+00:00,
AL_0033/2025-01-16/3,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-01-16\3\widefield.wfz,subjects/AL_0033/2025-01-16/3/widefield.wfz,96244698605,True,96244698605,2026-08-10T21:02:16+00:00,
AL_0035/2025-01-08/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0035\2025-01-08\1\widefield.wfz,subjects/AL_0035/2025-01-08/1/widefield.wfz,104623000213,True,104623000213,2026-08-07T00:52:47+00:00,
ZYE_0058/2022-03-10/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0058\2022-03-10\1\widefield.wfz,subjects/ZYE_0058/2022-03-10/1/widefield.wfz,105135575699,True,105135575699,2026-08-11T04:56:58+00:00,
ZYE_0058/2022-02-04/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0058\2022-02-04\1\widefield.wfz,subjects/ZYE_0058/2022-02-04/1/widefield.wfz,101516309829,True,101516309829,2026-08-11T04:22:16+00:00,
AL_0045/2026-01-30/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0045\2026-01-30\1\widefield.wfz,subjects/AL_0045/2026-01-30/1/widefield.wfz,81766777973,True,81766777973,2026-08-07T00:52:28+00:00,
AL_0033/2025-06-23/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-06-23\1\widefield.wfz,subjects/AL_0033/2025-06-23/1/widefield.wfz,88925850844,True,88925850844,2026-08-10T23:18:53+00:00,
ZYE_0058/2022-01-30/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0058\2022-01-30\1\widefield.wfz,subjects/ZYE_0058/2022-01-30/1/widefield.wfz,99044019339,True,99044019339,2026-08-11T01:42:00+00:00,
LK_0003/2021-05-20/3,\\sahale.biostr.washington.edu\data\Subjects\LK_0003\2021-05-20\3\widefield.wfz,subjects/LK_0003/2021-05-20/3/widefield.wfz,103503080117,True,103503080117,2026-08-10T23:30:35+00:00,
AL_0039/2025-06-05/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-06-05\1\widefield.wfz,subjects/AL_0039/2025-06-05/1/widefield.wfz,92966091452,True,92966091452,2026-08-07T00:53:34+00:00,
AL_0039/2025-06-19/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-06-19\1\widefield.wfz,subjects/AL_0039/2025-06-19/1/widefield.wfz,93183732238,True,93183732238,2026-08-10T21:02:35+00:00,
ZYE_0058/2022-02-02/2,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0058\2022-02-02\2\widefield.wfz,subjects/ZYE_0058/2022-02-02/2/widefield.wfz,100870305165,True,100870305165,2026-08-11T04:04:47+00:00,
ZYE_0059/2022-03-14/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0059\2022-03-14\1\widefield.wfz,subjects/ZYE_0059/2022-03-14/1/widefield.wfz,103445255389,True,103445255389,2026-08-11T03:42:51+00:00,
ZYE_0009/2020-08-18/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0009\2020-08-18\1\widefield.wfz,subjects/ZYE_0009/2020-08-18/1/widefield.wfz,98950145976,True,98950145976,2026-08-10T23:42:11+00:00,
AL_0033/2025-06-18/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-06-18\1\widefield.wfz,subjects/AL_0033/2025-06-18/1/widefield.wfz,83664534869,True,83664534869,2026-08-10T22:55:39+00:00,
ZYE_0058/2022-02-01/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0058\2022-02-01\1\widefield.wfz,subjects/ZYE_0058/2022-02-01/1/widefield.wfz,102911300987,True,102911300987,2026-08-11T02:55:34+00:00,
ZYE_0085/2024-07-25/3,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0085\2024-07-25\3\widefield.wfz,subjects/ZYE_0085/2024-07-25/3/widefield.wfz,92703762386,True,92703762386,2026-08-11T08:07:47+00:00,
AB_0032/2024-08-14/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-08-14\1\widefield.wfz,subjects/AB_0032/2024-08-14/1/widefield.wfz,93748471303,True,93748471303,2026-08-11T22:03:36+00:00,
ZYE_0009/2020-08-17/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0009\2020-08-17\1\widefield.wfz,subjects/ZYE_0009/2020-08-17/1/widefield.wfz,98207070777,True,98207070777,2026-08-10T23:39:29+00:00,
AL_0046/2026-02-12/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0046\2026-02-12\1\widefield.wfz,subjects/AL_0046/2026-02-12/1/widefield.wfz,79572518795,True,79572518795,2026-08-12T13:31:19+00:00,
AL_0039/2025-10-03/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-10-03\1\widefield.wfz,subjects/AL_0039/2025-10-03/1/widefield.wfz,73752810761,True,73752810761,2026-08-07T16:37:00+00:00,
AL_0023/2023-08-30/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0023\2023-08-30\1\widefield.wfz,subjects/AL_0023/2023-08-30/1/widefield.wfz,95222436473,True,95222436473,2026-08-12T05:50:24+00:00,
LK_0003/2021-04-06/1,\\sahale.biostr.washington.edu\data\Subjects\LK_0003\2021-04-06\1\widefield.wfz,subjects/LK_0003/2021-04-06/1/widefield.wfz,97114576223,True,97114576223,2026-08-10T23:28:25+00:00,
AL_0039/2025-05-13/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-05-13\1\widefield.wfz,subjects/AL_0039/2025-05-13/1/widefield.wfz,89498459839,True,89498459839,2026-08-12T21:42:03+00:00,
AL_0039/2025-05-12/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-05-12\1\widefield.wfz,subjects/AL_0039/2025-05-12/1/widefield.wfz,88906795786,True,88906795786,2026-08-12T21:43:39+00:00,
AL_0039/2025-06-25/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-06-25\1\widefield.wfz,subjects/AL_0039/2025-06-25/1/widefield.wfz,85151734904,True,85151734904,2026-08-13T02:11:36+00:00,
AL_0033/2025-05-12/3,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-05-12\3\widefield.wfz,subjects/AL_0033/2025-05-12/3/widefield.wfz,85369271959,True,85369271959,2026-08-10T22:46:43+00:00,
ZYE_0009/2020-08-30/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0009\2020-08-30\1\widefield.wfz,subjects/ZYE_0009/2020-08-30/1/widefield.wfz,91639712045,True,91639712045,2026-08-10T23:52:08+00:00,
AL_0033/2024-09-23/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-09-23\1\widefield.wfz,subjects/AL_0033/2024-09-23/1/widefield.wfz,90461735952,True,90461735952,2026-08-12T21:46:23+00:00,
AL_0039/2025-05-14/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-05-14\1\widefield.wfz,subjects/AL_0039/2025-05-14/1/widefield.wfz,91876625168,True,91876625168,2026-08-12T21:46:57+00:00,
AL_0033/2024-12-17/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-12-17\1\widefield.wfz,subjects/AL_0033/2024-12-17/1/widefield.wfz,91181826996,True,91181826996,2026-08-13T02:12:51+00:00,
ZYE_0085/2024-07-24/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0085\2024-07-24\1\widefield.wfz,subjects/ZYE_0085/2024-07-24/1/widefield.wfz,87370529528,True,87370529528,2026-08-11T07:42:01+00:00,
ZYE_0085/2024-07-29/7,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0085\2024-07-29\7\widefield.wfz,subjects/ZYE_0085/2024-07-29/7/widefield.wfz,86460907985,True,86460907985,2026-08-11T08:48:04+00:00,
AL_0033/2024-07-18/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-07-18\1\widefield.wfz,subjects/AL_0033/2024-07-18/1/widefield.wfz,87673388684,True,87673388684,2026-08-12T12:58:47+00:00,
AB_0032/2024-05-02/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-05-02\1\widefield.wfz,subjects/AB_0032/2024-05-02/1/widefield.wfz,86255371309,True,86255371309,2026-08-11T22:05:18+00:00,
ZYE_0058/2022-01-29/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0058\2022-01-29\1\widefield.wfz,subjects/ZYE_0058/2022-01-29/1/widefield.wfz,92549602124,True,92549602124,2026-08-11T01:12:23+00:00,
AL_0033/2024-11-21/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-11-21\1\widefield.wfz,subjects/AL_0033/2024-11-21/1/widefield.wfz,87683477207,True,87683477207,2026-08-13T01:49:38+00:00,
AL_0036/2025-01-08/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0036\2025-01-08\1\widefield.wfz,subjects/AL_0036/2025-01-08/1/widefield.wfz,91890037894,True,91890037894,2026-08-12T12:53:14+00:00,
AL_0039/2025-06-18/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-06-18\2\widefield.wfz,subjects/AL_0039/2025-06-18/2/widefield.wfz,80933265821,True,80933265821,2026-08-13T02:06:03+00:00,
AL_0039/2025-10-02/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-10-02\1\widefield.wfz,subjects/AL_0039/2025-10-02/1/widefield.wfz,102737582949,True,102737582949,2026-08-13T02:57:21+00:00,
AL_0033/2024-08-09/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-08-09\1\widefield.wfz,subjects/AL_0033/2024-08-09/1/widefield.wfz,87305399347,True,87305399347,2026-08-12T13:16:37+00:00,
ZYE_0049/2021-12-04/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0049\2021-12-04\1\widefield.wfz,subjects/ZYE_0049/2021-12-04/1/widefield.wfz,96260009447,True,96260009447,2026-08-11T03:52:27+00:00,
AL_0033/2024-08-18/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-08-18\1\widefield.wfz,subjects/AL_0033/2024-08-18/1/widefield.wfz,84055864052,True,84055864052,2026-08-12T13:34:10+00:00,
ZYE_0049/2021-12-01/2,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0049\2021-12-01\2\widefield.wfz,subjects/ZYE_0049/2021-12-01/2/widefield.wfz,92733745745,True,92733745745,2026-08-11T03:14:35+00:00,
AB_0032/2024-07-29/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-07-29\1\widefield.wfz,subjects/AB_0032/2024-07-29/1/widefield.wfz,90634212367,True,90634212367,2026-08-11T22:05:48+00:00,
ZYE_0009/2020-08-15/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0009\2020-08-15\1\widefield.wfz,subjects/ZYE_0009/2020-08-15/1/widefield.wfz,88654585848,True,88654585848,2026-08-10T23:36:27+00:00,
AL_0033/2025-02-13/2,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-02-13\2\widefield.wfz,subjects/AL_0033/2025-02-13/2/widefield.wfz,85146418186,True,85146418186,2026-08-13T07:20:33+00:00,
AL_0033/2025-04-03/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-04-03\1\widefield.wfz,subjects/AL_0033/2025-04-03/1/widefield.wfz,83070913477,True,83070913477,2026-08-13T10:43:31+00:00,
AL_0039/2025-06-17/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-06-17\1\widefield.wfz,subjects/AL_0039/2025-06-17/1/widefield.wfz,81870200196,True,81870200196,2026-08-12T21:48:05+00:00,
AL_0033/2024-09-09/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-09-09\1\widefield.wfz,subjects/AL_0033/2024-09-09/1/widefield.wfz,85010438628,True,85010438628,2026-08-12T21:48:29+00:00,
AL_0033/2025-01-18/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-01-18\1\widefield.wfz,subjects/AL_0033/2025-01-18/1/widefield.wfz,73954012380,True,73954012380,2026-08-13T02:34:28+00:00,
ZYE_0041/2021-09-02/2,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0041\2021-09-02\2\widefield.wfz,subjects/ZYE_0041/2021-09-02/2/widefield.wfz,87971194094,True,87971194094,2026-08-11T00:38:47+00:00,
AL_0033/2024-07-19/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-07-19\1\widefield.wfz,subjects/AL_0033/2024-07-19/1/widefield.wfz,83326587452,True,83326587452,2026-08-12T13:01:01+00:00,
AL_0039/2025-07-03/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-07-03\1\widefield.wfz,subjects/AL_0039/2025-07-03/1/widefield.wfz,79419635591,True,79419635591,2026-08-13T02:27:04+00:00,
ZYE_0057/2022-01-30/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0057\2022-01-30\1\widefield.wfz,subjects/ZYE_0057/2022-01-30/1/widefield.wfz,88635708134,True,88635708134,2026-08-11T01:48:10+00:00,
AL_0033/2024-06-22/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-06-22\1\widefield.wfz,subjects/AL_0033/2024-06-22/1/widefield.wfz,81558255681,True,81558255681,2026-08-11T22:07:53+00:00,
AL_0034/2024-08-13/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-08-13\1\widefield.wfz,subjects/AL_0034/2024-08-13/1/widefield.wfz,85792040615,True,85792040615,2026-08-12T12:25:25+00:00,
AL_0033/2025-05-10/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2025-05-10\1\widefield.wfz,subjects/AL_0033/2025-05-10/1/widefield.wfz,79389318430,True,79389318430,2026-08-15T16:29:44+00:00,
AL_0033/2024-08-26/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-08-26\1\widefield.wfz,subjects/AL_0033/2024-08-26/1/widefield.wfz,81056923136,True,81056923136,2026-08-12T21:50:02+00:00,
ZYE_0059/2022-03-09/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0059\2022-03-09\1\widefield.wfz,subjects/ZYE_0059/2022-03-09/1/widefield.wfz,90813498833,True,90813498833,2026-08-11T03:00:44+00:00,
AL_0032/2024-04-19/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0032\2024-04-19\1\widefield.wfz,subjects/AL_0032/2024-04-19/1/widefield.wfz,80129584131,True,80129584131,2026-08-11T22:08:51+00:00,
AL_0034/2024-08-27/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-08-27\1\widefield.wfz,subjects/AL_0034/2024-08-27/1/widefield.wfz,82285347753,True,82285347753,2026-08-12T13:02:01+00:00,
AL_0033/2024-08-23/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-08-23\1\widefield.wfz,subjects/AL_0033/2024-08-23/1/widefield.wfz,79578314527,True,79578314527,2026-08-12T21:50:26+00:00,
AL_0034/2024-09-03/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0034\2024-09-03\1\widefield.wfz,subjects/AL_0034/2024-09-03/1/widefield.wfz,84674361220,True,84674361220,2026-08-12T13:31:49+00:00,
ZYE_0046/2021-11-24/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0046\2021-11-24\1\widefield.wfz,subjects/ZYE_0046/2021-11-24/1/widefield.wfz,88251027950,True,88251027950,2026-08-11T01:51:13+00:00,
AL_0048/2026-07-15/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0048\2026-07-15\1\widefield.wfz,subjects/AL_0048/2026-07-15/1/widefield.wfz,74082381893,True,74082381893,2026-08-13T02:08:45+00:00,
AL_0033/2024-09-16/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0033\2024-09-16\1\widefield.wfz,subjects/AL_0033/2024-09-16/1/widefield.wfz,81341106681,True,81341106681,2026-08-12T21:50:06+00:00,
AB_0032/2024-04-30/1,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-04-30\1\widefield.wfz,subjects/AB_0032/2024-04-30/1/widefield.wfz,83289731594,True,83289731594,2026-08-11T22:08:51+00:00,
ZYE_0067/2022-10-26/3,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0067\2022-10-26\3\widefield.wfz,subjects/ZYE_0067/2022-10-26/3/widefield.wfz,88181171294,True,88181171294,2026-08-11T05:05:14+00:00,
ZYE_0091/2024-07-13/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0091\2024-07-13\1\widefield.wfz,subjects/ZYE_0091/2024-07-13/1/widefield.wfz,77156586633,True,77156586633,2026-08-11T06:51:23+00:00,
AB_0032/2024-08-13/2,\\sahale.biostr.washington.edu\data\Subjects\AB_0032\2024-08-13\2\widefield.wfz,subjects/AB_0032/2024-08-13/2/widefield.wfz,80549036669,True,80549036669,2026-08-11T22:08:16+00:00,
AL_0039/2025-06-26/1,\\sahale.biostr.washington.edu\data\Subjects\AL_0039\2025-06-26\1\widefield.wfz,subjects/AL_0039/2025-06-26/1/widefield.wfz,74665774902,True,74665774902,2026-08-13T02:17:57+00:00,
ZYE_0048/2021-12-07/1,\\sahale.biostr.washington.edu\data\Subjects\ZYE_0048\2021-12-07\1\widefield.wfz,subjects/ZYE_0048/2021-12-07/1/widefield.wfz,84262103754,True,84262103754,2026-08-11T04:46:43+00:00,
